fk_name	schema_name	table	column	referenced_table	referenced_column
FK_TXRF_WY_DOR_PLNT__GCDE_TAX_WY_DOR_PLNT	dbo	TXRF_WY_DOR_PLNT	WY_DOR_PLNT_CD	GCDE_TAX_WY_DOR_PLNT	WY_DOR_PLNT_CD
FK_DRPT_ESCHT_NAUPA_PROP__DRPT_ESCHT_NAUPA_HLDR	dbo	DRPT_ESCHT_NAUPA_PROP	NAUPA_SEQ_NO	DRPT_ESCHT_NAUPA_HLDR	NAUPA_SEQ_NO
FK_DTRN_DO_DEC_WI__DTRN_DO_DEC_INPUT	dbo	DTRN_DO_DEC_WI	DO_DEC_SEQ_NO	DTRN_DO_DEC_INPUT	DO_DEC_SEQ_NO
FK_TSTG_TX_RYL_RPT_DETAIL_RYLTY_TX_SEQ_NO	dbo	TSTG_TX_RYL_RPT_DETAIL	RYLTY_TX_SEQ_NO	TSTG_TX_RYL_RPT_HDR	RYLTY_TX_SEQ_NO
FK_DSTG_DO_TRACK_HDR__GCDE_TRACK_ERR	dbo	DSTG_DO_TRACK_HDR	TRACK_ERR_CD	GCDE_TRACK_ERR	TRACK_ERR_CD
FK_JONL_BCH_REV__JONL_BCH_REV_CTRL	dbo	JONL_BCH_REV	REV_JOB_ID	JONL_BCH_REV_CTRL	REV_JOB_ID
FK_RONL_TREND_TYPE_PROP__GCDE_TREND_TYPE	dbo	RONL_TREND_TYPE_PROP	TREND_TYPE_CD	GCDE_TREND_TYPE	TREND_TYPE_CD
FK_GCDE_TURBINE_MDL	dbo	GCDE_TURBINE_MDL	TURBINE_MFG_CD	GCDE_TURBINE_MFG	TURBINE_MFG_CD
FK_GXRF_FLDR_GRP_CD_TBL__GCDE_FLDR_GRP	dbo	GXRF_FLDR_GRP_CD_TBL	FLDR_GRP_CD	GCDE_FLDR_GRP	FLDR_GRP_CD
FK_TSTG_TX_UT_RPT_DETAIL__RYLTY_TX_UT_SEQ_NO	dbo	TSTG_TX_UT_RPT_DETAIL	RYLTY_TX_UT_SEQ_NO	TSTG_TX_UT_RPT_HDR	RYLTY_TX_UT_SEQ_NO
FK_GCDE_SUB_VAR_TYPE__GCDE_VAR_TYPE	dbo	GCDE_SUB_VAR_TYPE	VAR_CD	GCDE_VAR_TYPE	VAR_CD
FK_RTRN_TAX_FREE_DEC_DETAIL_HIST__RTRN_TAX_FREE_DEC_HDR_HIST	dbo	RTRN_TAX_FREE_DEC_DETAIL_HIST	TAX_FREE_NO	RTRN_TAX_FREE_DEC_HDR_HIST	TAX_FREE_NO
FKD_JTRN_AR_XFER_DETAIL__JTRN_AR_XFER_HDR	dbo	JTRN_AR_XFER_DETAIL	AR_XFER_HDR_NO	JTRN_AR_XFER_HDR	AR_XFER_HDR_NO
FK_GCDE_GAS_INDX_CATG__GCDE_GAS_INDX_PUBL	dbo	GCDE_GAS_INDX_CATG	INDX_PUBL_CD	GCDE_GAS_INDX_PUBL	INDX_PUBL_CD
FK_TTRN_TX_UT_RPT_DETAIL__RYLTY_TX_UT_SEQ_NO	dbo	TTRN_TX_UT_RPT_DETAIL	RYLTY_TX_UT_SEQ_NO	TTRN_TX_UT_RPT_HDR	RYLTY_TX_UT_SEQ_NO
FK_UTIL_CODE_OBJECT_TYPE1	dbo	UTIL_OBJECT_SOURCE_LIST	OBJECT_TYPE_CD	UTIL_CODE_OBJECT_TYPE	OBJECT_TYPE_CD
FK_GXRF_PROP_AFFIL__GCDE_AFFIL_STAT	dbo	GXRF_PROP_AFFIL	AFFIL_STAT_CD	GCDE_AFFIL_STAT	AFFIL_STAT_CD
FK_DSTG_DO_GWI_INPUT__GCDE_GMI_ERR	dbo	DSTG_DO_GWI_INPUT	GMI_ERR_CD	GCDE_GMI_ERR	GMI_ERR_CD
FK_TXRF_AL_MNCPL_GCDE_TAX_AL_MNCPL	dbo	TXRF_AL_MNCPL	AL_MNCPL_CD	GCDE_TAX_AL_MNCPL	AL_MNCPL_CD
FK_GXRF_BUS_UNIT_REGISTRANT__GCDE_REGISTRANT	dbo	GXRF_BUS_UNIT_REGISTRANT	REGISTRANT_CD	GCDE_REGISTRANT	REGISTRANT_CD
FK_TTRN_TX_GLO_RPT_DETAIL__RYLTY_TX_GLO_SEQ_NO	dbo	TTRN_TX_GLO_RPT_DETAIL	RYLTY_TX_GLO_SEQ_NO	TTRN_TX_GLO_RPT_HDR	RYLTY_TX_GLO_SEQ_NO
FK_GCDE_OPER_GRP__GCDE_BUS_SEG	dbo	GCDE_OPER_GRP	BUS_SEG_CD	GCDE_BUS_SEG	BUS_SEG_CD
FK_TSTG_TX_GLO_RPT_DETAIL__RYLTY_TX_GLO_SEQ_NO	dbo	TSTG_TX_GLO_RPT_DETAIL	RYLTY_TX_GLO_SEQ_NO	TSTG_TX_GLO_RPT_HDR	RYLTY_TX_GLO_SEQ_NO
FK_RXRF_CW_PDCR_TYPE_RECIP__GCDE_PDCR_TYPE	dbo	RXRF_CW_PDCR_TYPE_RECIP	PDCR_TYPE_CD	GCDE_PDCR_TYPE	PDCR_TYPE_CD
FK_QSTAG_BA_JIB_OFFSET_PROP__QSTAG_BA_JIB_OFFSET	dbo	QSTAG_BA_JIB_OFFSET_PROP	TRANS_SEQ_NO	QSTAG_BA_JIB_OFFSET	TRANS_SEQ_NO
FK_TXRF_EIA_RPTG_AREA__GCDE_TAX_EIA_RPTG_AREA	dbo	TXRF_EIA_RPTG_AREA	RPTG_AREA_CD	GCDE_TAX_EIA_RPTG_AREA	RPTG_AREA_CD
FK_GONL_CD_TBL_COL__GONL_CD_TBL	dbo	GONL_CD_TBL_COL	TBL_NM	GONL_CD_TBL	TBL_NM
FK_GCDE_CTR_TYPE__GCDE_CTR_CTGY	dbo	GCDE_CTR_TYPE	CTR_CTGY_CD	GCDE_CTR_CTGY	CTR_CTGY_CD
FK_GCDE_CTR_FLD__GCDE_CTR_DIST	dbo	GCDE_CTR_FLD	CTR_DIST_CD	GCDE_CTR_DIST	CTR_DIST_CD
FK_GCDE_DO_TYPE__GCDE_DO_TYPE_GRP	dbo	GCDE_DO_TYPE	DO_TYPE_GRP_CD	GCDE_DO_TYPE_GRP	DO_TYPE_GRP_CD
FK_TXRF_WY_AGP_DDUC_GAS__GCDE_TAX_WY_AGP_GAS_DDUC	dbo	TXRF_WY_AGP_DDUC_GAS	WY_AGP_GAS_DDUC_CD	GCDE_TAX_WY_AGP_GAS_DDUC	WY_AGP_GAS_DDUC_CD
FK_TXRF_TX_LSE_TYPE__GCDE_TAX_TX_LSE_TYPE	dbo	TXRF_TX_LSE_TYPE	LSE_TYPE_CD	GCDE_TAX_TX_LSE_TYPE	LSE_TYPE_CD
FK_TXRF_LA_KIND__GCDE_TAX_LA_KIND	dbo	TXRF_LA_KIND	LA_KIND_CD	GCDE_TAX_LA_KIND	LA_KIND_CD
FK_GCDE_JE_REJ_LVL_COL__GCDE_JE_REJ_LVL	dbo	GCDE_JE_REJ_LVL_COL	REJ_LVL_CD	GCDE_JE_REJ_LVL	REJ_LVL_CD
FK_TXRF_UT_STC_PROD__GCDE_TAX_UT_PROD	dbo	TXRF_UT_STC_PROD	UT_PROD_CD	GCDE_TAX_UT_PROD	UT_PROD_CD
FK_TXRF_UT_WELL_CLASS__GCDE_TAX_UT_WELL_CLASS	dbo	TXRF_UT_WELL_CLASS	UT_WELL_CLASS_CD	GCDE_TAX_UT_WELL_CLASS	UT_WELL_CLASS_CD
FK_TXRF_UT_WELL_STAT__GCDE_TAX_UT_WELL_STAT	dbo	TXRF_UT_WELL_STAT	UT_WELL_STAT_CD	GCDE_TAX_UT_WELL_STAT	UT_WELL_STAT_CD
FK_GXRF_CW_DISP_CTGY_DISP__GCDE_CW_DISP_CTGY	dbo	GXRF_CW_DISP_CTGY_DISP	CW_DISP_CTGY_CD	GCDE_CW_DISP_CTGY	CW_DISP_CTGY_CD
FK_TXRF_LA_MEAS_MTHD__GCDE_TAX_LA_MEAS_MTHD	dbo	TXRF_LA_MEAS_MTHD	LA_MEAS_MTHD_CD	GCDE_TAX_LA_MEAS_MTHD	LA_MEAS_MTHD_CD
FK_RONL_EST_PYBL_RATE_OWNER_INPUT__RONL_EST_PYBL_RATE_INPUT	dbo	RONL_EST_PYBL_RATE_OWNER_INPUT	SEQ_NO	RONL_EST_PYBL_RATE_INPUT	SEQ_NO
FK_GSTG_ORG_HIER_DETAIL__GSTG_ORG_HIER_HDR	dbo	GSTG_ORG_HIER_DETAIL	ORG_HDR_NO	GSTG_ORG_HIER_HDR	ORG_HDR_NO
FK_RTRN_CI_CDEX_FILE_HIST__GCDE_CI_CDEX_FILE_STAT	dbo	RTRN_CI_CDEX_FILE_HIST	CI_CDEX_FILE_STAT_CD	GCDE_CI_CDEX_FILE_STAT	CI_CDEX_FILE_STAT_CD
FK_GXRF_PPN_SRC_CMNT_RSN__GCDE_PPN_CMNT_RSN	dbo	GXRF_PPN_SRC_CMNT_RSN	PPN_CMNT_RSN_CD	GCDE_PPN_CMNT_RSN	PPN_CMNT_RSN_CD
FK_TXRF_COLO_EXMPT__GCDE_TAX_COLO_EXMPT	dbo	TXRF_COLO_EXMPT	COLO_EXMPT_CD	GCDE_TAX_COLO_EXMPT	COLO_EXMPT_CD
FK_TXRF_COLO_PROD__GCDE_TAX_COLO_PROD	dbo	TXRF_COLO_PROD	COLO_PROD_CD	GCDE_TAX_COLO_PROD	COLO_PROD_CD
FK_RONL_CI_CHK_TMPL__GCDE_CHK_TMPL_TYPE	dbo	RONL_CI_CHK_TMPL	TMPL_TYPE_CD	GCDE_CHK_TMPL_TYPE	CHK_TMPL_TYPE_CD
FK_TTRN_WY_AGP_TIK__TTRN_WY_TIK_INPUT	dbo	TTRN_WY_AGP_TIK	SEQ_NO	TTRN_WY_TIK_INPUT	SEQ_NO
FK_TXRF_MMS_SHUT_IN_ACTN__GCDE_TAX_MMS_WS_ACTN	dbo	TXRF_MMS_SHUT_IN_ACTN	WS_ACTN_CD	GCDE_TAX_MMS_WS_ACTN	WS_ACTN_CD
FK_TXRF_OK_EXMPT__GCDE_OK_EXMPT	dbo	TXRF_OK_EXMPT	OK_EXMPT_CD	GCDE_OK_EXMPT	OK_EXMPT_CD
FK_TTRN_MMS_RYL_BAL__GCDE_TAX_MMS_BAL_TYPE	dbo	TTRN_MMS_RYL_BAL	MMS_BAL_TYPE_CD	GCDE_TAX_MMS_BAL_TYPE	MMS_BAL_TYPE_CD
FK_TXRF_LA_WELL_CLASS__GCDE_TAX_LA_WELL_CLASS	dbo	TXRF_LA_WELL_CLASS	LA_WELL_CLASS_CD	GCDE_TAX_LA_WELL_CLASS	LA_WELL_CLASS_CD
FK_TXRF_WY_WELL_CLASS__GCDE_TAX_WY_WELL_CLASS	dbo	TXRF_WY_WELL_CLASS	WY_WELL_CLASS_CD	GCDE_TAX_WY_WELL_CLASS	WY_WELL_CLASS_CD
FK_TXRF_WY_WELL_STAT__GCDE_TAX_WY_WELL_STAT	dbo	TXRF_WY_WELL_STAT	WY_WELL_STAT_CD	GCDE_TAX_WY_WELL_STAT	WY_WELL_STAT_CD
FK_KXRF_DFLT_PRC_TERM_CMNT__GCDE_TERM_TYPE	dbo	KXRF_DFLT_PRC_TERM_CMNT	TERM_CD	GCDE_TERM_TYPE	TERM_CD
FK_GCDE_TAX_WY_WDOR_RATE__GCDE_TAX_WY_DOR_RATE_TYPE	dbo	GCDE_TAX_WY_WDOR_RATE	WY_WDOR_RATE_TYPE_CD	GCDE_TAX_WY_DOR_RATE_TYPE	WY_DOR_RATE_TYPE_CD
FK_TXRF_LA_OIL_SCHD__GCDE_TAX_LA_OIL_SCHD	dbo	TXRF_LA_OIL_SCHD	LA_OIL_SCHD_CD	GCDE_TAX_LA_OIL_SCHD	LA_OIL_SCHD_CD
FK_GCDE_STMNT_STAT	dbo	RONL_MI_STMNT_HDR	STMNT_STAT_CD	GCDE_STMNT_STAT	STMNT_STAT_CD
FK_PONL_MTR_GRP__GCDE_MTR_GRP_TYPE	dbo	PONL_MTR_GRP	MTR_GRP_TYPE_CD	GCDE_MTR_GRP_TYPE	MTR_GRP_TYPE_CD
FK_GCDE_SYS_PARM__GCDE_SUB_SYS	dbo	GCDE_SYS_PARM	SUB_SYS_CD	GCDE_SUB_SYS	SUB_SYS_CD
FK_TXRF_MMS_OGOR_C_DISP__GCDE_TAX_MMS_OGOR_C_DISP	dbo	TXRF_MMS_OGOR_C_DISP	OGOR_C_DISP_CD	GCDE_TAX_MMS_OGOR_C_DISP	OGOR_C_DISP_CD
FK_ASTG_BA_CONTACT_ADDRESS__ASTG_CONTACT	dbo	ASTG_BA_CONTACT_ADDRESS	CONTACT_ID	ASTG_CONTACT	CONTACT_ID
FK_TXRF_NMEX_TRANSP__GCDE_TAX_NMEX_TRANSP	dbo	TXRF_NMEX_TRANSP	NMEX_TRANSP_CD	GCDE_TAX_NMEX_TRANSP	NMEX_TRANSP_CD
FK_TXRF_AL_FLD__GCDE_TAX_AL_FLD	dbo	TXRF_AL_FLD	AL_FLD_NO	GCDE_TAX_AL_FLD	AL_FLD_NO
FK_PONL_FLOW_GRID__GCDE_GRID_TYPE	dbo	PONL_FLOW_GRID	GRID_TYPE_CD	GCDE_GRID_TYPE	GRID_TYPE_CD
FK_TXRF_AL_CTR_CO__GCDE_TAX_AL_CO	dbo	TXRF_AL_CTR_CO	ST_CO_CD	GCDE_TAX_AL_CO	ST_CO_CD
FK_DONL_DVD_GRP__GCDE_GRP_STAT	dbo	DONL_DVD_GRP	GRP_STAT_CD	GCDE_GRP_STAT	GRP_STAT_CD
FK_PONL_FLOW_GRID__GCDE_GRID_GRP	dbo	PONL_FLOW_GRID	GRP_ID	GCDE_GRID_GRP	GRP_ID
FK_PONL_MP_API_PROP__GCDE_API_PREC	dbo	PONL_MP_API_PROP	API_PREC_CD	GCDE_API_PREC	API_PREC_CD
FK_GCDE_SYS_PARM__GCDE_PARM_TYPE	dbo	GCDE_SYS_PARM	PARM_TYPE_CD	GCDE_PARM_TYPE	PARM_TYPE_CD
FK_PXRF_MP_CHART_INTGR__GCDE_CHART_INTGR	dbo	PXRF_MP_CHART_INTGR	CHART_INTGR_ID	GCDE_CHART_INTGR	CHART_INTGR_ID
FK_TXRF_COLO_DISP__GCDE_TAX_COLO_DISP	dbo	TXRF_COLO_DISP	COLO_DISP_CD	GCDE_TAX_COLO_DISP	COLO_DISP_CD
FK_RONL_CI_FRML_DETAIL__GCDE_CI_FRML_FUNC	dbo	RONL_CI_FRML_DETAIL	FUNC_CD	GCDE_CI_FRML_FUNC	FUNC_CD
FK_GCDE_TAX_RND__GCDE_TAX_RND_RSN	dbo	GCDE_TAX_RND	RND_RSN_CD	GCDE_TAX_RND_RSN	RND_RSN_CD
FK_PXRF_DISP_GRP__GCDE_DISP_GRP	dbo	PXRF_DISP_GRP	DISP_GRP_CD	GCDE_DISP_GRP	DISP_GRP_CD
FK_GCDE_WELL_INT_SRC	dbo	PONL_WELL_COMPL_INT	INT_SRC_CD	GCDE_WELL_INT_SRC	INT_SRC_CD
FK_TXRF_TX_CMDTY__GCDE_TAX_TX_CMDTY	dbo	TXRF_TX_CMDTY	CMDTY_CD	GCDE_TAX_TX_CMDTY	CMDTY_CD
FK_TXRF_WY_AGP_DDUC_TYPE__GCDE_TAX_WY_AGP_DDUC_TYPE	dbo	TXRF_WY_AGP_DDUC_TYPE	WY_AGP_DDUC_TYPE_CD	GCDE_TAX_WY_AGP_DDUC_TYPE	WY_AGP_DDUC_TYPE_CD
FK_DONL_DVD_GRP__GCDE_DVD_RSN	dbo	DONL_DVD_GRP	DVD_RSN_CD	GCDE_DVD_RSN	DVD_RSN_CD
FK_GXRF_XFER_CHNG_RSN_APRV__GCDE_JVA_VNTR_BILL_MTHD	dbo	GXRF_PROP_VALD_VNTR	VNTR_BILL_MTHD_CD	GCDE_JVA_VNTR_BILL_MTHD	VNTR_BILL_MTHD_CD
FK_TXRF_UT_FLD__GCDE_TAX_UT_FLD	dbo	TXRF_UT_FLD	UT_FLD_NO	GCDE_TAX_UT_FLD	UT_FLD_NO
FK_TXRF_UT_DISP__GCDE_TAX_UT_DISP	dbo	TXRF_UT_DISP	UT_DISP_CD	GCDE_TAX_UT_DISP	UT_DISP_CD
FK_GXRF_XFER_CHNG_RSN_APRV__GCDE_JVA_VNTR_TYPE	dbo	GXRF_PROP_VALD_VNTR	VNTR_TYPE_CD	GCDE_JVA_VNTR_TYPE	VNTR_TYPE_CD
FK_GXRF_XFER_CHNG_RSN_APRV__GCDE_JVA_VNTR_CLASS	dbo	GXRF_PROP_VALD_VNTR	VNTR_CLASS_CD	GCDE_JVA_VNTR_CLASS	VNTR_CLASS_CD
FK_GCDE_TAX_WY_WDOR_RATE__GCDE_TAX_WY_DOR_MNRL_TYPE	dbo	GCDE_TAX_WY_WDOR_RATE	WY_WDOR_MNRL_TYPE_CD	GCDE_TAX_WY_DOR_MNRL_TYPE	WY_DOR_MNRL_TYPE_CD
FK_TXRF_LA_GAS_TAX_RATE__GCDE_TAX_LA_GAS_TAX_RATE	dbo	TXRF_LA_GAS_TAX_RATE	LA_GAS_TAX_RATE_CD	GCDE_TAX_LA_GAS_TAX_RATE	LA_GAS_TAX_RATE_CD
FK_TXRF_LA_FLD__GCDE_TAX_LA_FLD	dbo	TXRF_LA_FLD	LA_FLD_NO	GCDE_TAX_LA_FLD	LA_FLD_NO
FK_AXRF_ACQ_DISP_PKG_PROP__AONL_ACQ_DISP_PKG	dbo	AXRF_ACQ_DISP_PKG_PROP	PKG_NO	AONL_ACQ_DISP_PKG	PKG_NO
FK_GCDE_OIL_BULLETIN__GCDE_POSTING_AREA	dbo	GCDE_OIL_BULLETIN	POSTING_AREA	GCDE_POSTING_AREA	POSTING_AREA_CD
FK_RXRF_CI_RMITR_TMPL_CD__GCDE_INTRN_CD	dbo	RXRF_CI_RMITR_TMPL_CD	INTRN_CD	GCDE_INTRN_CD	INTRN_CD
FK_GSTG_ORG_HIER_HDR__GCDE_ORG_PROC_STAT	dbo	GSTG_ORG_HIER_HDR	ORG_PROC_STAT_CD	GCDE_ORG_PROC_STAT	ORG_PROC_STAT_CD
FK_JXRF_ACCT_RPT_FILTER_GRP__GCDE_ACCT_RPT_FILTER_GRP	dbo	JXRF_ACCT_RPT_FILTER_GRP	ACCT_RPT_FILTER_GRP_CD	GCDE_ACCT_RPT_FILTER_GRP	ACCT_RPT_FILTER_GRP_CD
FK_PONL_FLOW_GRID_EFF_DT__GCDE_ALLOC_MTHD	dbo	PONL_FLOW_GRID_EFF_DT	VA_ALLOC_MTHD_CD	GCDE_ALLOC_MTHD	ALLOC_MTHD_CD
FK_PONL_GBA__GCDE_GBA_RPT_LVL	dbo	PONL_GBA	RPT_LVL_CD	GCDE_GBA_RPT_LVL	RPT_LVL_CD
FK_PONL_MP_PROF__GCDE_MP_PROF_TYPE	dbo	PONL_MP_PROF	MP_PROF_TYPE_CD	GCDE_MP_PROF_TYPE	MP_PROF_TYPE_CD
FK_TONL_NMEX_TRD_EXMPT_MST__GCDE_TAX_NMEX_ENTY_TYPE	dbo	TONL_NMEX_TRD_EXMPT_MST	NMEX_ENTY_TYPE_CD	GCDE_TAX_NMEX_ENTY_TYPE	NMEX_ENTY_TYPE_CD
FK_KONL_CTR_DT__GCDE_OBLG_LEAD_TIME	dbo	KONL_CTR_DT	OBLG_LEAD_TIME_CD	GCDE_OBLG_LEAD_TIME	OBLG_LEAD_TIME_CD
FK_GONL_PROP_DISP__GCDE_PROP_DISP	dbo	GONL_PROP_DISP	PROP_DISP_CD	GCDE_PROP_DISP	PROP_DISP_CD
FK_PONL_FLOW_GRID_EFF_DT__GCDE_CA_ALLOC_MTHD	dbo	PONL_FLOW_GRID_EFF_DT	CA_ALLOC_MTHD_CD	GCDE_CA_ALLOC_MTHD	CA_ALLOC_MTHD_CD
FK_PONL_PLATFORM__GCDE_PLATFORM_TYPE	dbo	PONL_PLATFORM	PLATFORM_TYPE_CD	GCDE_PLATFORM_TYPE	PLATFORM_TYPE_CD
FK_KONL_CTR_DT__GCDE_CTR_DT_TYPE	dbo	KONL_CTR_DT	CTR_DT_TYPE_CD	GCDE_CTR_DT_TYPE	CTR_DT_TYPE_CD
FK_JONL_SL_RECON_SUM_TYPE__GCDE_JE_THRSHLD_APPL	dbo	JONL_SL_RECON_SUM_TYPE	THRSHLD_APPL_CD	GCDE_JE_THRSHLD_APPL	THRSHLD_APPL_CD
FK_RONL_CI_SUSP_SUM__GCDE_CI_USER	dbo	RONL_CI_SUSP_SUM	CI_USER	GCDE_CI_USER	CI_USER
FK_RONL_CMPRS_COST__GCDE_COST_ALLOC_TYPE	dbo	RONL_CMPRS_COST	COST_ALLOC_TYPE_CD	GCDE_COST_ALLOC_TYPE	COST_ALLOC_TYPE_CD
FK_PONL_WELL_COMPL_DOWNTIME__GCDE_DOWNTIME_STAT	dbo	PONL_WELL_COMPL_DOWNTIME	DOWNTIME_STAT_CD	GCDE_DOWNTIME_STAT	DOWNTIME_STAT_CD
FK_TONL_WY_WDOR_MST__GCDE_WY_TAX_CNTY	dbo	TONL_WY_WDOR_MST	WY_TAX_CNTY_CD	GCDE_WY_TAX_CNTY	WY_TAX_CNTY_CD
FK_TONL_WY_WDOR_MST__GCDE_WY_TAX_DIST	dbo	TONL_WY_WDOR_MST	WY_TAX_DIST_CD	GCDE_WY_TAX_DIST	WY_TAX_DIST_CD
FK_DONL_AGMT__GCDE_ARRG_TYPE	dbo	DONL_AGMT	ARRG_TYPE_CD	GCDE_ARRG_TYPE	ARRG_TYPE_CD
FK_GCDE_ARRG_DSCR1	dbo	DONL_AGMT	ARRG_DSCR	GCDE_ARRG_DSCR	ARRG_DSCR
FK_GCDE_ARRG_STAT1	dbo	DONL_AGMT	ARRG_STAT_CD	GCDE_ARRG_STAT	ARRG_STAT_CD
FK_PONL_SUPPLY_MKUP_HDR__GCDE_MKUP_BASIS	dbo	PONL_SUPPLY_MKUP_HDR	MKUP_BASIS_CD	GCDE_MKUP_BASIS	MKUP_BASIS_CD
FK_DONL_ESCHT_OWNR__GCDE_ESCHT_EXCLD_RSN	dbo	DONL_ESCHT_OWNR	ESCHT_EXCLD_RSN_CD	GCDE_ESCHT_EXCLD_RSN	ESCHT_EXCLD_RSN_CD
FK_GCDE_LAND_CLASS1	dbo	DONL_AGMT	LAND_CLASS_CD	GCDE_LAND_CLASS	LAND_CLASS_CD
FK_GCDE_LAND_PROP_STAT1	dbo	DONL_AGMT	LAND_PROP_STAT_CD	GCDE_LAND_PROP_STAT	LAND_PROP_STAT_CD
FK_RONL_MANL_CHK_HDR__GCDE_MANL_CHK_STAT	dbo	RONL_MANL_CHK_HDR	MANL_CHK_STAT_CD	GCDE_MANL_CHK_STAT	MANL_CHK_STAT_CD
FK_KXRF_THERMS_GAS_INDX__GCDE_THERMS_SYMBOL	dbo	KXRF_THERMS_GAS_INDX	PROPHET_CD	GCDE_THERMS_SYMBOL	PROPHET_CD
FK_DONL_ESCHT_ST_RULE__GCDE_ESCHT_RPT_MTHD	dbo	DONL_ESCHT_ST_RULE	ESCHT_RPT_MTHD_CD	GCDE_ESCHT_RPT_MTHD	ESCHT_RPT_MTHD_CD
FK_JONL_MANL_JE_HDR__GCDE_MANL_JE_STAT	dbo	JONL_MANL_JE_HDR	MANL_JE_STAT_CD	GCDE_MANL_JE_STAT	MANL_JE_STAT_CD
FK_GCDE_ESCHT_CURR_STAT	dbo	DONL_ESCHT_ST_RULE	CURR_STAT	GCDE_ESCHT_CURR_STAT	CURR_STAT
FK_RONL_CI_CHK_DETAIL_INPUT__GCDE_LINE_STAT	dbo	RONL_CI_CHK_DETAIL_INPUT	LINE_STAT_CD	GCDE_LINE_STAT	LINE_STAT_CD
FK_DONL_ESCHT_ST_RULE__GCDE_MTH	dbo	DONL_ESCHT_ST_RULE	ESCHT_RPT_DUE_MTH	GCDE_MTH	MTH_CD
FK_PONL_FLOW_GRID_VALD_PROD__GCDE_NON_SALES_BASIS	dbo	PONL_FLOW_GRID_VALD_PROD	NON_SALES_BASIS_CD	GCDE_NON_SALES_BASIS	NON_SALES_BASIS_CD
FK_RONL_CI_CHK_DETAIL_INPUT__GCDE_CLEAR_TO	dbo	RONL_CI_CHK_DETAIL_INPUT	CLEAR_TO_CD	GCDE_CLEAR_TO	CLEAR_TO_CD
FK_RONL_CI_CHK_HDR__GCDE_CHK_SRC	dbo	RONL_CI_CHK_HDR	CHK_SRC_CD	GCDE_CHK_SRC	CHK_SRC_CD
FK_RONL_CI_CHK_HDR__GCDE_CHK_STAT	dbo	RONL_CI_CHK_HDR	CHK_STAT_CD	GCDE_CHK_STAT	CHK_STAT_CD
FK_TONL_TX_CPA_MST_DRP__GCDE_TAX_TX_LSE_DRP	dbo	TONL_TX_CPA_MST_DRP	LSE_NO	GCDE_TAX_TX_LSE_DRP	LSE_NO
FK_TONL_UT_DOGM_MST__GCDE_TAX_UT_PRDNG_ZN	dbo	TONL_UT_DOGM_MST	PRDNG_ZN_CD	GCDE_TAX_UT_PRDNG_ZN	PRDNG_ZN_CD
FK_KONL_CTR_BRIEF__GCDE_CTR_TAX	dbo	KONL_CTR_BRIEF	CTR_TAX_CD	GCDE_CTR_TAX	CTR_TAX_CD
FK_KONL_CTR_BRIEF__GCDE_PMT_MTHD	dbo	KONL_CTR_BRIEF	PMT_MTHD_CD	GCDE_PMT_MTHD	PMT_MTHD_CD
FK_KONL_CTR_BRIEF__GCDE_CTR_CMIT	dbo	KONL_CTR_BRIEF	CTR_CMIT_CD	GCDE_CTR_CMIT	CTR_CMIT_CD
FK_KONL_CTR_RYLTY_EFF_DT_VAR__GCDE_RYLTY_PMT_TYPE	dbo	KONL_CTR_RYLTY_EFF_DT_VAR	PMT_TYPE_CD	GCDE_RYLTY_PMT_TYPE	PMT_TYPE_CD
FK_KONL_CTR_BRIEF__GCDE_BRIEF_PRC	dbo	KONL_CTR_BRIEF	BRIEF_PRC_CD	GCDE_BRIEF_PRC	BRIEF_PRC_CD
FK_PONL_MP_PROF_PROD__GCDE_ALLOC_TYPE	dbo	PONL_MP_PROF_PROD	ALLOC_TYPE_CD	GCDE_ALLOC_TYPE	ALLOC_TYPE_CD
FK_PONL_MP_PROF_PROD__GCDE_MP_PROF_VOL_SRC	dbo	PONL_MP_PROF_PROD	MP_PROF_VOL_SRC_CD	GCDE_MP_PROF_VOL_SRC	MP_PROF_VOL_SRC_CD
FK_PONL_CA_RULE_DETAIL__GCDE_VOL_BASIS	dbo	PONL_CA_RULE_DETAIL	VOL_BASIS_CD	GCDE_VOL_BASIS	VOL_BASIS_CD
FK_KONL_CTR_BRIEF__GCDE_EVRGRN_BASIS	dbo	KONL_CTR_BRIEF	EVRGRN_BASIS_CD	GCDE_EVRGRN_BASIS	EVRGRN_BASIS_CD
FK_KONL_PRC_FRML_HDR__GCDE_EQUATION_FUNC	dbo	KONL_PRC_FRML_HDR	EQUATION_FUNC_CD	GCDE_EQUATION_FUNC	EQUATION_FUNC_CD
FK_JONL_ACCT__GCDE_ACCT_TYPE	dbo	JONL_ACCT	ACCT_TYPE_CD	GCDE_ACCT_TYPE	ACCT_TYPE_CD
FK_JONL_ACCT__GCDE_ENTRY_SRC	dbo	JONL_ACCT	ENTRY_SRC_CD	GCDE_ENTRY_SRC	ENTRY_SRC_CD
FK_JONL_ACCT__GCDE_SCRN_FRMT	dbo	JONL_ACCT	SCRN_FRMT_CD	GCDE_SCRN_FRMT	SCRN_FRMT_CD
FK_KONL_CTR_SCHD_HDR__GCDE_SCHD_TYPE	dbo	KONL_CTR_SCHD_HDR	SCHD_TYPE_CD	GCDE_SCHD_TYPE	SCHD_TYPE_CD
