fk_name	schema_name	table	column	referenced_table	referenced_column
FK_TONL_NMEX_TRD_EXMPT_MST__TONL_NMEX_TRD_MST	dbo	TONL_NMEX_TRD_EXMPT_MST	OPER_BUS_SEG_CD	TONL_NMEX_TRD_MST	OPER_BUS_SEG_CD
FK_TONL_NMEX_TRD_EXMPT_MST__TONL_NMEX_TRD_MST	dbo	TONL_NMEX_TRD_EXMPT_MST	COMPL_NO	TONL_NMEX_TRD_MST	COMPL_NO
FK_TONL_NMEX_TRD_EXMPT_MST__TONL_NMEX_TRD_MST	dbo	TONL_NMEX_TRD_EXMPT_MST	EFF_DT_FROM	TONL_NMEX_TRD_MST	EFF_DT_FROM
FK_KONL_PYMT_FRML_DETAIL__GCDE_SUB_VAR_TYPE	dbo	KONL_PYMT_FRML_DETAIL	SUB_VAR_CD	GCDE_SUB_VAR_TYPE	SUB_VAR_CD
FK_KONL_PYMT_FRML_DETAIL__GCDE_SUB_VAR_TYPE	dbo	KONL_PYMT_FRML_DETAIL	VAR_CD	GCDE_SUB_VAR_TYPE	VAR_CD
FK_ASTG_GAS_VOL__GCDE_VOL_CLASS	dbo	ASTG_GAS_VOL	VOL_CLASS_CD	GCDE_VOL_CLASS	VOL_CLASS_CD
FK_KONL_CTR_RYLTY_EFF_DT_VAR__GCDE_SUB_VAR_TYPE	dbo	KONL_CTR_RYLTY_EFF_DT_VAR	VAR_CD	GCDE_SUB_VAR_TYPE	VAR_CD
FK_KONL_CTR_RYLTY_EFF_DT_VAR__GCDE_SUB_VAR_TYPE	dbo	KONL_CTR_RYLTY_EFF_DT_VAR	SUB_VAR_CD	GCDE_SUB_VAR_TYPE	SUB_VAR_CD
FK_ASTG_DO_HDR__GCDE_DO_TYPE	dbo	ASTG_DO_HDR	DO_TYPE_CD	GCDE_DO_TYPE	DO_TYPE_CD
FK_PONL_MP_PROF_PROD__PONL_MP_PROF	dbo	PONL_MP_PROF_PROD	PROF_NO	PONL_MP_PROF	PROF_NO
FK_PONL_MP_PROF_PROD__PONL_MP_PROF	dbo	PONL_MP_PROF_PROD	GRID_NO	PONL_MP_PROF	GRID_NO
FK_PONL_MP_PROF_PROD__PONL_MP_PROF	dbo	PONL_MP_PROF_PROD	OPER_BUS_SEG_CD	PONL_MP_PROF	OPER_BUS_SEG_CD
FK_PONL_MP_PROF_PROD__PONL_MP_PROF	dbo	PONL_MP_PROF_PROD	EFF_DT_FROM	PONL_MP_PROF	EFF_DT_FROM
FK_DONL_DO_HDR__GCDE_DO_TYPE	dbo	DONL_DO_HDR	DO_TYPE_CD	GCDE_DO_TYPE	DO_TYPE_CD
FK_PONL_ELECTRIC_VOL__GCDE_VOL_CLASS	dbo	PONL_ELECTRIC_VOL	VOL_CLASS_CD	GCDE_VOL_CLASS	VOL_CLASS_CD
FK_PONL_MP_PROF_TO_PTS__PONL_MP_PROF	dbo	PONL_MP_PROF_TO_PTS	PROF_NO	PONL_MP_PROF	PROF_NO
FK_PONL_MP_PROF_TO_PTS__PONL_MP_PROF	dbo	PONL_MP_PROF_TO_PTS	GRID_NO	PONL_MP_PROF	GRID_NO
FK_PONL_MP_PROF_TO_PTS__PONL_MP_PROF	dbo	PONL_MP_PROF_TO_PTS	OPER_BUS_SEG_CD	PONL_MP_PROF	OPER_BUS_SEG_CD
FK_PONL_MP_PROF_TO_PTS__PONL_MP_PROF	dbo	PONL_MP_PROF_TO_PTS	EFF_DT_FROM	PONL_MP_PROF	EFF_DT_FROM
FK_PONL_GAS_VOL__GCDE_VOL_CLASS	dbo	PONL_GAS_VOL	VOL_CLASS_CD	GCDE_VOL_CLASS	VOL_CLASS_CD
FK_PONL_LQD_VOL__GCDE_VOL_CLASS	dbo	PONL_LQD_VOL	VOL_CLASS_CD	GCDE_VOL_CLASS	VOL_CLASS_CD
FK_RONL_MANL_CHK_DETAIL__GCDE_VOL_CLASS	dbo	RONL_MANL_CHK_DETAIL	VOL_CLASS_CD	GCDE_VOL_CLASS	VOL_CLASS_CD
FK_RONL_INT_PMT__RTRN_CHK_RGSTR	dbo	RONL_INT_PMT	OPER_BUS_SEG_CD	RTRN_CHK_RGSTR	OPER_BUS_SEG_CD
FK_RONL_INT_PMT__RTRN_CHK_RGSTR	dbo	RONL_INT_PMT	CHK_RGSTR_SEQ_NO	RTRN_CHK_RGSTR	CHK_RGSTR_SEQ_NO
FK_RONL_ST_TAX_RATE_OVRD__RONL_ST_TAX_RATE_HDR	dbo	RONL_ST_TAX_RATE_OVRD	OPER_BUS_SEG_CD	RONL_ST_TAX_RATE_HDR	OPER_BUS_SEG_CD
FK_RONL_ST_TAX_RATE_OVRD__RONL_ST_TAX_RATE_HDR	dbo	RONL_ST_TAX_RATE_OVRD	ST_TAX_KEY	RONL_ST_TAX_RATE_HDR	ST_TAX_KEY
FK_RONL_ST_TAX_RATE_HDR__GCDE_SCH_DIST	dbo	RONL_ST_TAX_RATE_HDR	ST_CD	GCDE_SCH_DIST	ST_CD
FK_RONL_ST_TAX_RATE_HDR__GCDE_SCH_DIST	dbo	RONL_ST_TAX_RATE_HDR	CTRY_CD	GCDE_SCH_DIST	CTRY_CD
FK_RONL_ST_TAX_RATE_HDR__GCDE_SCH_DIST	dbo	RONL_ST_TAX_RATE_HDR	CNTY_CD	GCDE_SCH_DIST	CNTY_CD
FK_RONL_ST_TAX_RATE_HDR__GCDE_SCH_DIST	dbo	RONL_ST_TAX_RATE_HDR	SCH_DIST_CD	GCDE_SCH_DIST	SCH_DIST_CD
FK_JONL_MANL_JE_DETAIL__GCDE_VOL_CLASS	dbo	JONL_MANL_JE_DETAIL	VOL_CLASS_CD	GCDE_VOL_CLASS	VOL_CLASS_CD
FK_GXRF_DO_BA_MEG__GCDE_DO_MAJ_PROD	dbo	GXRF_DO_BA_MEG	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_GXRF_DO_MAJ_PROD__GCDE_DO_MAJ_PROD	dbo	GXRF_DO_MAJ_PROD	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_PXRF_TIPS_FEE_TYPE__GCDE_ADJ_TYPE	dbo	PXRF_TIPS_FEE_TYPE	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_TXRF_TX_LSE_TYPE__GCDE_TAX_CLASS	dbo	TXRF_TX_LSE_TYPE	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_GXRF_TAX_CLASS_TYPE_EXMPT__GCDE_TAX_CLASS	dbo	GXRF_TAX_CLASS_TYPE_EXMPT	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_GCDE_TAX_WY_WDOR_RATE__GCDE_TAX_CLASS	dbo	GCDE_TAX_WY_WDOR_RATE	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_TXRF_LA_OIL_TAX_RATE__GCDE_TAX_CLASS	dbo	TXRF_LA_OIL_TAX_RATE	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_TRPT_WY_RPT__GCDE_TAX_CLASS	dbo	TRPT_WY_RPT	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_TRPT_WY_RPT_PRELIM__GCDE_TAX_CLASS	dbo	TRPT_WY_RPT_PRELIM	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_TXRF_WY_AGP_DDUC_TYPE__GCDE_ADJ_TYPE	dbo	TXRF_WY_AGP_DDUC_TYPE	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_TTRN_WY_TAX_INPUT_MKT_ADJ__GCDE_ADJ_TYPE	dbo	TTRN_WY_TAX_INPUT_MKT_ADJ	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_TONL_TAX_INPUT_MKT_ADJ__GCDE_ADJ_TYPE	dbo	TONL_TAX_INPUT_MKT_ADJ	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_TADT_TAX_INPUT_MKT_ADJ_DEL__GCDE_ADJ_TYPE	dbo	TADT_TAX_INPUT_MKT_ADJ_DEL	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_PONL_MTR_DOWNTIME__GCDE_PROC_TYPE	dbo	PONL_MTR_DOWNTIME	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FKD_RTRN_FINAL_HIST_ADJ__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_ADJ	BCH_SEL_SEQ_NO	RTRN_FINAL_HIST	BCH_SEL_SEQ_NO
FKD_RTRN_FINAL_HIST_ADJ__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_ADJ	INTRNL_TRANS_SUB	RTRN_FINAL_HIST	INTRNL_TRANS_SUB
FKD_RTRN_FINAL_HIST_ADJ__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_ADJ	RVNU_RUN_ID	RTRN_FINAL_HIST	RVNU_RUN_ID
FKD_RTRN_FINAL_HIST_TAX_MKT_ADJ__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_TAX_MKT_ADJ	BCH_SEL_SEQ_NO	RTRN_FINAL_HIST	BCH_SEL_SEQ_NO
FKD_RTRN_FINAL_HIST_TAX_MKT_ADJ__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_TAX_MKT_ADJ	INTRNL_TRANS_SUB	RTRN_FINAL_HIST	INTRNL_TRANS_SUB
FKD_RTRN_FINAL_HIST_TAX_MKT_ADJ__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_TAX_MKT_ADJ	RVNU_RUN_ID	RTRN_FINAL_HIST	RVNU_RUN_ID
FKD_RTRN_FINAL_HIST_TAX__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_TAX	BCH_SEL_SEQ_NO	RTRN_FINAL_HIST	BCH_SEL_SEQ_NO
FKD_RTRN_FINAL_HIST_TAX__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_TAX	INTRNL_TRANS_SUB	RTRN_FINAL_HIST	INTRNL_TRANS_SUB
FKD_RTRN_FINAL_HIST_TAX__RTRN_FINAL_HIST	dbo	RTRN_FINAL_HIST_TAX	RVNU_RUN_ID	RTRN_FINAL_HIST	RVNU_RUN_ID
FK_RTRN_EDIT_HIST_TAX_MKT_ADJ__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_TAX_MKT_ADJ	BCH_SEL_SEQ_NO	RTRN_EDIT_HIST	BCH_SEL_SEQ_NO
FK_RTRN_EDIT_HIST_TAX_MKT_ADJ__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_TAX_MKT_ADJ	INTRNL_TRANS_SUB	RTRN_EDIT_HIST	INTRNL_TRANS_SUB
FK_RTRN_EDIT_HIST_TAX_MKT_ADJ__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_TAX_MKT_ADJ	RVNU_RUN_ID	RTRN_EDIT_HIST	RVNU_RUN_ID
FKD_RTRN_EDIT_HIST_TAX__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_TAX	BCH_SEL_SEQ_NO	RTRN_EDIT_HIST	BCH_SEL_SEQ_NO
FKD_RTRN_EDIT_HIST_TAX__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_TAX	INTRNL_TRANS_SUB	RTRN_EDIT_HIST	INTRNL_TRANS_SUB
FKD_RTRN_EDIT_HIST_TAX__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_TAX	RVNU_RUN_ID	RTRN_EDIT_HIST	RVNU_RUN_ID
FKD_RTRN_EDIT_HIST_ADJ__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_ADJ	BCH_SEL_SEQ_NO	RTRN_EDIT_HIST	BCH_SEL_SEQ_NO
FKD_RTRN_EDIT_HIST_ADJ__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_ADJ	INTRNL_TRANS_SUB	RTRN_EDIT_HIST	INTRNL_TRANS_SUB
FKD_RTRN_EDIT_HIST_ADJ__RTRN_EDIT_HIST	dbo	RTRN_EDIT_HIST_ADJ	RVNU_RUN_ID	RTRN_EDIT_HIST	RVNU_RUN_ID
FK_PONL_WELL_COMPL_INT__GCDE_DO_MAJ_PROD	dbo	PONL_WELL_COMPL_INT	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_GXRF_PROP_DO_FIRST_PRDN_DT__GCDE_DO_MAJ_PROD	dbo	GXRF_PROP_DO_FIRST_PRDN_DT	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_GCDE_DFLT_MKT_EXMPT__GCDE_DO_MAJ_PROD	dbo	GCDE_DFLT_MKT_EXMPT	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_DONL_DO_UNIT_TO_TRACT__GCDE_DO_MAJ_PROD	dbo	DONL_DO_UNIT_TO_TRACT	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_DONL_DVD_DO_UNIT_TO_TRACT__GCDE_DO_MAJ_PROD	dbo	DONL_DVD_DO_UNIT_TO_TRACT	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_PONL_WELL_TEST__GCDE_PROC_TYPE	dbo	PONL_WELL_TEST	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_ASTG_LQD_VOL__GCDE_PROC_TYPE	dbo	ASTG_LQD_VOL	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_RONL_MI_STMNT_DETAIL_ADJ_TYPE_CD	dbo	RONL_MI_STMNT_DETAIL_MKT_CST	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_RXRF_CI_CHK_FLD_ADJ_TYPE__GCDE_ADJ_TYPE	dbo	RXRF_CI_CHK_FLD_ADJ_TYPE	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_TXRF_LA_GAS_TAX_RATE__GCDE_TAX_CLASS	dbo	TXRF_LA_GAS_TAX_RATE	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_ASTG_GAS_VOL__GCDE_PROC_TYPE	dbo	ASTG_GAS_VOL	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_PONL_WELL_COMPL_DOWNTIME__GCDE_PROC_TYPE	dbo	PONL_WELL_COMPL_DOWNTIME	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_PONL_ANL__GCDE_PROC_TYPE	dbo	PONL_ANL	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_TTRN_AL_OGB_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_AL_OGB_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_TTRN_MMS_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_MMS_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_TTRN_COLO_OGCC_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_COLO_OGCC_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_ASTG_DO_HDR__GCDE_DO_MAJ_PROD	dbo	ASTG_DO_HDR	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_DONL_DO_HDR__GCDE_DO_MAJ_PROD	dbo	DONL_DO_HDR	DO_MAJ_PROD_CD	GCDE_DO_MAJ_PROD	DO_MAJ_PROD_CD
FK_TTRN_CA_DOG_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_CA_DOG_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_TTRN_UT_DOGM_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_UT_DOGM_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_PONL_ELECTRIC_VOL__GCDE_PROC_TYPE	dbo	PONL_ELECTRIC_VOL	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_KXRF_CTR_TERM__KONL_CTR_TERM_HDR	dbo	KXRF_CTR_TERM	OPER_BUS_SEG_CD	KONL_CTR_TERM_HDR	OPER_BUS_SEG_CD
FK_KXRF_CTR_TERM__KONL_CTR_TERM_HDR	dbo	KXRF_CTR_TERM	CTR_TERM_ID	KONL_CTR_TERM_HDR	CTR_TERM_ID
FK_KXRF_CTR_TERM__KONL_CTR_TERM_HDR	dbo	KXRF_CTR_TERM	CTR_TERM_ID_SUB	KONL_CTR_TERM_HDR	CTR_TERM_ID_SUB
FK_PONL_GAS_VOL__GCDE_PROC_TYPE	dbo	PONL_GAS_VOL	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_PONL_LQD_VOL__GCDE_PROC_TYPE	dbo	PONL_LQD_VOL	PROC_TYPE_CD	GCDE_PROC_TYPE	PROC_TYPE_CD
FK_TTRN_TX_TRRC_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_TX_TRRC_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT2	dbo	JTRN_JEPOST_PROC	CW_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT3	dbo	JTRN_JEPOST_PROC	JE_PRECOMBO_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT4	dbo	JTRN_JEPOST_PROC	JE_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT6	dbo	JTRN_JEPOST_PROC	RVNU_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT5	dbo	JTRN_JEPOST_PROC	RD_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT1	dbo	JTRN_JEPOST_PROC	CI_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT7	dbo	JTRN_JEPOST_PROC	TAX_COMBO_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT9	dbo	JTRN_JEPOST_PROC	ES_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_JTRN_JEPOST_PROC__GCDE_RVNU_PROC_STAT8	dbo	JTRN_JEPOST_PROC	VL_PROC_STAT_CD	GCDE_RVNU_PROC_STAT	RVNU_PROC_STAT_CD
FK_RONL_MANL_INPUT_MKT_CST__GCDE_ADJ_TYPE	dbo	RONL_MANL_INPUT_MKT_CST	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_TTRN_LA_LOC_VOL__GCDE_TAX_PPA_TYPE	dbo	TTRN_LA_LOC_VOL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_TONL_TAX_INPUT__GCDE_TAX_CLASS	dbo	TONL_TAX_INPUT	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_KONL_SALE_TERM__KONL_CTR_TERM_HDR	dbo	KONL_SALE_TERM	CTR_TERM_ID_SUB	KONL_CTR_TERM_HDR	CTR_TERM_ID_SUB
FK_KONL_SALE_TERM__KONL_CTR_TERM_HDR	dbo	KONL_SALE_TERM	CTR_TERM_ID	KONL_CTR_TERM_HDR	CTR_TERM_ID
FK_KONL_SALE_TERM__KONL_CTR_TERM_HDR	dbo	KONL_SALE_TERM	OPER_BUS_SEG_CD	KONL_CTR_TERM_HDR	OPER_BUS_SEG_CD
FK_TTRN_MMS_RYL_2014_PEND__GCDE_TAX_PPA_TYPE	dbo	TTRN_MMS_RYL_2014_PEND	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_TADT_MMS_RYL_2014_PEND_DEL__GCDE_TAX_PPA_TYPE	dbo	TADT_MMS_RYL_2014_PEND_DEL	PPA_TYPE_CD	GCDE_TAX_PPA_TYPE	PPA_TYPE_CD
FK_KONL_ADJ_TERM__KONL_CTR_TERM_HDR	dbo	KONL_ADJ_TERM	CTR_TERM_ID_SUB	KONL_CTR_TERM_HDR	CTR_TERM_ID_SUB
FK_KONL_ADJ_TERM__KONL_CTR_TERM_HDR	dbo	KONL_ADJ_TERM	CTR_TERM_ID	KONL_CTR_TERM_HDR	CTR_TERM_ID
FK_KONL_ADJ_TERM__KONL_CTR_TERM_HDR	dbo	KONL_ADJ_TERM	OPER_BUS_SEG_CD	KONL_CTR_TERM_HDR	OPER_BUS_SEG_CD
FK_KONL_ADJ_TERM__GCDE_ADJ_TYPE	dbo	KONL_ADJ_TERM	ADJ_TYPE_CD	GCDE_ADJ_TYPE	ADJ_TYPE_CD
FK_RONL_ST_TAX_RATE_HDR__GCDE_TAX_CLASS	dbo	RONL_ST_TAX_RATE_HDR	TAX_CLASS_CD	GCDE_TAX_CLASS	TAX_CLASS_CD
FK_GCDE_INTRN_CD__GCDE_CHK_FLD	dbo	GCDE_INTRN_CD	CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_GCDE_TAX_MMS_ACCTG_KEYWORD__GCDE_KEYWORD	dbo	GCDE_TAX_MMS_ACCTG_KEYWORD	MMS_ACCTG_KEYWORD_CD	GCDE_KEYWORD	KEYWORD_CD
FK_KXRF_CTR_TYPE_BA_TYPE__GCDE_CTR_TYPE	dbo	KXRF_CTR_TYPE_BA_TYPE	CTR_TYPE_CD	GCDE_CTR_TYPE	CTR_TYPE_CD
FK_GXRF_PTNSHP_ADJ_KEYWORD__GCDE_KEYWORD	dbo	GXRF_PTNSHP_ADJ_KEYWORD	KEYWORD_CD	GCDE_KEYWORD	KEYWORD_CD
FK_GCDE_CI_CDEX_TRANS__GCDE_CHK_FLD2	dbo	GCDE_CI_CDEX_TRANS	TRANS_2_CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_GCDE_CI_CDEX_TRANS__GCDE_CHK_FLD1	dbo	GCDE_CI_CDEX_TRANS	TRANS_1_CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_PXRF_TIPS_FEE_TYPE__GCDE_DDUC_REIMB	dbo	PXRF_TIPS_FEE_TYPE	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_TADT_TAX_INPUT_MKT_ADJ_DEL__GCDE_DDUC_REIMB	dbo	TADT_TAX_INPUT_MKT_ADJ_DEL	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_TONL_TAX_INPUT_MKT_ADJ__GCDE_DDUC_REIMB	dbo	TONL_TAX_INPUT_MKT_ADJ	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_TTRN_WY_TAX_INPUT_MKT_ADJ__GCDE_DDUC_REIMB	dbo	TTRN_WY_TAX_INPUT_MKT_ADJ	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_KONL_VOL_FRML_HDR__KONL_VOL_FRML	dbo	KONL_VOL_FRML_HDR	OPER_BUS_SEG_CD	KONL_VOL_FRML	OPER_BUS_SEG_CD
FK_KONL_VOL_FRML_HDR__KONL_VOL_FRML	dbo	KONL_VOL_FRML_HDR	VOL_FRML_NM	KONL_VOL_FRML	VOL_FRML_NM
FK_REIMB_RXRF_CI_CHK_FLD_TAX_TYPE__GCDE_CHK_FLD	dbo	RXRF_CI_CHK_FLD_TAX_TYPE	REIMB_CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_KXRF_CTR_TYPE_MAJ_PROD__GCDE_CTR_TYPE	dbo	KXRF_CTR_TYPE_MAJ_PROD	CTR_TYPE_CD	GCDE_CTR_TYPE	CTR_TYPE_CD
FK_KXRF_CTR_TYPE_MINOR_PROD__GCDE_CTR_TYPE	dbo	KXRF_CTR_TYPE_MINOR_PROD	CTR_TYPE_CD	GCDE_CTR_TYPE	CTR_TYPE_CD
FK_KXRF_CTR_TYPE_MP_TYPE__GCDE_CTR_TYPE	dbo	KXRF_CTR_TYPE_MP_TYPE	CTR_TYPE_CD	GCDE_CTR_TYPE	CTR_TYPE_CD
FK_RXRF_CI_CHK_FLD_TAX_TYPE__GCDE_CHK_FLD	dbo	RXRF_CI_CHK_FLD_TAX_TYPE	CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_RXRF_CI_CHK_TMPL_FLD__GCDE_CHK_FLD	dbo	RXRF_CI_CHK_TMPL_FLD	CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_RXRF_CI_RMITR_TMPL_CD__GCDE_CHK_FLD	dbo	RXRF_CI_RMITR_TMPL_CD	CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_RXRF_CI_CHK_FLD_ADJ_TYPE__GCDE_CHK_FLD	dbo	RXRF_CI_CHK_FLD_ADJ_TYPE	CHK_FLD_CD	GCDE_CHK_FLD	CHK_FLD_CD
FK_RXRF_CI_CHK_FLD_ADJ_TYPE__GCDE_DDUC_REIMB	dbo	RXRF_CI_CHK_FLD_ADJ_TYPE	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_JONL_MANL_JE_DETAIL_ADJ_CTGY__GCDE_DDUC_REIMB	dbo	JONL_MANL_JE_DETAIL_ADJ_CTGY	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_PONL_FLOW_GRID_EFF_DT__GCDE_STD_PRES	dbo	PONL_FLOW_GRID_EFF_DT	STD_PRES	GCDE_STD_PRES	STD_PRES
FK_RONL_MANL_CHK_DETAIL_ADJ_CTGY__GCDE_DDUC_REIMB	dbo	RONL_MANL_CHK_DETAIL_ADJ_CTGY	DDUC_REIMB_CD	GCDE_DDUC_REIMB	DDUC_REIMB_CD
FK_KONL_VOL_FRML_DETAIL__KONL_VOL_FRML	dbo	KONL_VOL_FRML_DETAIL	VOL_FRML_NM	KONL_VOL_FRML	VOL_FRML_NM
FK_KONL_VOL_FRML_DETAIL__KONL_VOL_FRML	dbo	KONL_VOL_FRML_DETAIL	OPER_BUS_SEG_CD	KONL_VOL_FRML	OPER_BUS_SEG_CD
FK_JONL_ACCT_GRP_TMPL__GCDE_KEYWORD	dbo	JONL_ACCT_GRP_TMPL	KEYWORD_CD	GCDE_KEYWORD	KEYWORD_CD
FK_KONL_CTR__GCDE_CTR_TYPE	dbo	KONL_CTR	CTR_TYPE_CD	GCDE_CTR_TYPE	CTR_TYPE_CD
FK_JONL_SL__GCDE_KEYWORD2	dbo	JONL_SL	XFER_AMT_KEYWORD_CD	GCDE_KEYWORD	KEYWORD_CD
