constraint_type	constraint_name	schema_name	table	column	referenced_table	referenced_column	referenenced_table_count	table_count
pk	PK_GCDE_TAX_RPT	dbo	GCDE_TAX_RPT	TAX_RPT_CD	NULL	NULL	0	0
pk	PK_GXRF_DO_BA_TAX_EXMPT	dbo	GXRF_DO_BA_TAX_EXMPT	BA_NO	NULL	NULL	0	0
pk	PK_GXRF_DO_BA_TAX_EXMPT	dbo	GXRF_DO_BA_TAX_EXMPT	BA_SUB	NULL	NULL	0	0
pk	PK_GXRF_DO_BA_TAX_EXMPT	dbo	GXRF_DO_BA_TAX_EXMPT	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_RSTG_1099_MISC	dbo	RSTG_1099_MISC	SEQ_NO	NULL	NULL	0	0
pk	PK_GCDE_OWNRSHIP_TYPE	dbo	GCDE_OWNRSHIP_TYPE	OWNRSHIP_TYPE_CD	NULL	NULL	0	0
pk	PK_TXRF_TX_FLD	dbo	TXRF_TX_FLD	FLD_NO	NULL	NULL	0	0
pk	PK_TXRF_TX_FLD	dbo	TXRF_TX_FLD	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_TXRF_TX_FLD	dbo	TXRF_TX_FLD	TX_FLD_NO	NULL	NULL	0	0
pk	PK_PSTG_WELL_TEST	dbo	PSTG_WELL_TEST	WELL_TEST_SEQ_NO	NULL	NULL	0	0
pk	PK_PHIST_AUDIT2	dbo	PHIST_AUDIT2	AUDIT_COL_ID	NULL	NULL	0	0
pk	PK_PHIST_AUDIT2	dbo	PHIST_AUDIT2	AUDIT_ID	NULL	NULL	0	0
pk	PK_PHIST_AUDIT2	dbo	PHIST_AUDIT2	AUDIT_OBJECT_ID	NULL	NULL	0	0
pk	PK_PHIST_AUDIT2	dbo	PHIST_AUDIT2	AUDIT_STMT_ID	NULL	NULL	0	0
pk	PK_PHIST_AUDIT2	dbo	PHIST_AUDIT2	AUDIT_TBL_ID	NULL	NULL	0	0
pk	PK_GCDE_CTR_DT_TYPE	dbo	GCDE_CTR_DT_TYPE	CTR_DT_TYPE_CD	NULL	NULL	0	0
pk	PK_DONL_BEARER_GRP_HDR	dbo	DONL_BEARER_GRP_HDR	BEARER_GRP_NO	NULL	NULL	0	0
pk	PK_DONL_BEARER_GRP_HDR	dbo	DONL_BEARER_GRP_HDR	DO_MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_DONL_BEARER_GRP_HDR	dbo	DONL_BEARER_GRP_HDR	DO_TYPE_CD	NULL	NULL	0	0
pk	PK_DONL_BEARER_GRP_HDR	dbo	DONL_BEARER_GRP_HDR	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_DONL_BEARER_GRP_HDR	dbo	DONL_BEARER_GRP_HDR	PROP_NO	NULL	NULL	0	0
pk	PK_DONL_BEARER_GRP_HDR	dbo	DONL_BEARER_GRP_HDR	TIER	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_MKT_ADJ	dbo	TSTG_TAX_INPUT_MKT_ADJ	ADJ_TYPE_CD	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_MKT_ADJ	dbo	TSTG_TAX_INPUT_MKT_ADJ	DDUC_REIMB_CD	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_MKT_ADJ	dbo	TSTG_TAX_INPUT_MKT_ADJ	PROCESS_QUEUE_ID	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_MKT_ADJ	dbo	TSTG_TAX_INPUT_MKT_ADJ	TAX_INPUT_NO	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	API_GRV_ADJ_CD	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	API_GRV_FROM	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	API_GRV_TO	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	EFF_DT_FROM	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	POSTING_CO	NULL	NULL	0	0
pk	PK_KONL_OIL_GRV_ADJ_RATE	dbo	KONL_OIL_GRV_ADJ_RATE	POSTING_CO_SUB	NULL	NULL	0	0
pk	PK_AXRF_INT_TYPE	dbo	AXRF_INT_TYPE	INT_TYPE_CD_XRF	NULL	NULL	0	0
pk	PK_AXRF_INT_TYPE	dbo	AXRF_INT_TYPE	SRC_SYS_CD	NULL	NULL	0	0
pk	PK_GCDE_DESKID	dbo	GCDE_DESKID	DESKID_NO	NULL	NULL	0	0
pk	PK_TRPT_LA_DRT_O1D	dbo	TRPT_LA_DRT_O1D	LA_O1D_SEQ_NO	NULL	NULL	0	0
pk	PK_STRAN_PDS_PONL_IMBAL_INTFC	dbo	STRAN_PDS_PONL_IMBAL_INTFC	IMBAL_SEQ_NO	NULL	NULL	0	0
pk	PK_RSTG_RD_RECOUP_INPUT	dbo	RSTG_RD_RECOUP_INPUT	RECOUP_INPUT_NO	NULL	NULL	0	0
pk	PK_GXRF_HLDR_RPT_SYS_CTRY	dbo	GXRF_HLDR_RPT_SYS_CTRY	CTRY_CD	NULL	NULL	0	0
pk	PK_ASTG_IMP_DOI	dbo	ASTG_IMP_DOI	SEQ_NO	NULL	NULL	0	0
pk	PK_GCDE_TAX_RPTD	dbo	GCDE_TAX_RPTD	RPTD_CD	NULL	NULL	0	0
pk	PK_RSTG_1099_RECIP	dbo	RSTG_1099_RECIP	SEQ_NO	NULL	NULL	0	0
pk	PK_GCDE_PARM_TYPE	dbo	GCDE_PARM_TYPE	PARM_TYPE_CD	NULL	NULL	0	0
pk	PK_TONL_CA_DOG_MST	dbo	TONL_CA_DOG_MST	COMPL_NO	NULL	NULL	0	0
pk	PK_TONL_CA_DOG_MST	dbo	TONL_CA_DOG_MST	EFF_DT_FROM	NULL	NULL	0	0
pk	PK_TONL_CA_DOG_MST	dbo	TONL_CA_DOG_MST	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_TONL_CA_DOG_MST	dbo	TONL_CA_DOG_MST	WELL_NO	NULL	NULL	0	0
pk	PK_TXRF_TX_LSE_TYPE	dbo	TXRF_TX_LSE_TYPE	TAX_CLASS_CD	NULL	NULL	0	0
pk	PK_PSTG_WELL_WITSML	dbo	PSTG_WELL_WITSML	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_PSTG_WELL_WITSML	dbo	PSTG_WELL_WITSML	WELL_NO	NULL	NULL	0	0
pk	PK_THIST_AUDIT1	dbo	THIST_AUDIT1	AUDIT_COL_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT1	dbo	THIST_AUDIT1	AUDIT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT1	dbo	THIST_AUDIT1	AUDIT_OBJECT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT1	dbo	THIST_AUDIT1	AUDIT_STMT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT1	dbo	THIST_AUDIT1	AUDIT_TBL_ID	NULL	NULL	0	0
pk	PK_GCDE_CTR_FLD	dbo	GCDE_CTR_FLD	CTR_FLD_CD	NULL	NULL	0	0
pk	PK_DSTG_DO_DETAIL	dbo	DSTG_DO_DETAIL	SEQ_NO	NULL	NULL	0	0
pk	PK_DONL_DO_HDR	dbo	DONL_DO_HDR	DO_MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_DONL_DO_HDR	dbo	DONL_DO_HDR	DO_TYPE_CD	NULL	NULL	0	0
pk	PK_DONL_DO_HDR	dbo	DONL_DO_HDR	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_DONL_DO_HDR	dbo	DONL_DO_HDR	PROP_NO	NULL	NULL	0	0
pk	PK_DONL_DO_HDR	dbo	DONL_DO_HDR	TIER	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_TAX_FREE	dbo	TSTG_TAX_INPUT_TAX_FREE	ENTY_TYPE_CD	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_TAX_FREE	dbo	TSTG_TAX_INPUT_TAX_FREE	PROCESS_QUEUE_ID	NULL	NULL	0	0
pk	PK_TSTG_TAX_INPUT_TAX_FREE	dbo	TSTG_TAX_INPUT_TAX_FREE	TAX_INPUT_NO	NULL	NULL	0	0
pk	PK_CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	dbo	CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	CHK_RGSTR_SEQ_NO	NULL	NULL	0	0
pk	PK_CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	dbo	CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	LINE_NO	NULL	NULL	0	0
pk	PK_CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	dbo	CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	dbo	CLEARED_RTRN_CHK_RGSTR_DETAIL_TAX	SEV_TAX_TYPE_CD	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML	dbo	KONL_PRC_FRML	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML	dbo	KONL_PRC_FRML	PRC_FRML_NM	NULL	NULL	0	0
pk	PK_AXRF_MAJ_PROD	dbo	AXRF_MAJ_PROD	MAJ_PROD_CD_XRF	NULL	NULL	0	0
pk	PK_AXRF_MAJ_PROD	dbo	AXRF_MAJ_PROD	SRC_SYS_CD	NULL	NULL	0	0
pk	PK_TRPT_LA_DRT_O1D_HIST	dbo	TRPT_LA_DRT_O1D_HIST	LA_O1D_SEQ_NO	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	ACCTG_MTH	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	BA_NO	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	BA_SUB	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	BUS_UNIT_CD	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	PAYOUT_ID	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	PAYOUT_TYPE_CD	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	PRDN_DT	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	PROP_NO	NULL	NULL	0	0
pk	PK_RRPT_PO_OWNR	dbo	RRPT_PO_OWNR	RVSL_FL	NULL	NULL	0	0
pk	PK_GXRF_INT_TYPE_NAUPA	dbo	GXRF_INT_TYPE_NAUPA	INT_TYPE_CD	NULL	NULL	0	0
pk	PK_GXRF_INT_TYPE_NAUPA	dbo	GXRF_INT_TYPE_NAUPA	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_GXRF_QPA_QRA_PROD_DISP	dbo	GXRF_QPA_QRA_PROD_DISP	ALLOCATION_NETWORK_ID	NULL	NULL	0	0
pk	PK_GXRF_QPA_QRA_PROD_DISP	dbo	GXRF_QPA_QRA_PROD_DISP	QPA_DISP_CD	NULL	NULL	0	0
pk	PK_GXRF_QPA_QRA_PROD_DISP	dbo	GXRF_QPA_QRA_PROD_DISP	QPA_PROD_CD	NULL	NULL	0	0
pk	PK_GCDE_TAX_RPT_GNRT_DT	dbo	GCDE_TAX_RPT_GNRT_DT	RPT_GNRT_DT_SEQ_NO	NULL	NULL	0	0
pk	PK_RSTG_AD_VALOREM	dbo	RSTG_AD_VALOREM	SEQ_NO	NULL	NULL	0	0
pk	PK_GCDE_PAYOUT_TYPE	dbo	GCDE_PAYOUT_TYPE	PAYOUT_TYPE_CD	NULL	NULL	0	0
pk	PK_PXRF_PROD_UOM	dbo	PXRF_PROD_UOM	PROD_CD	NULL	NULL	0	0
pk	PK_PXRF_PROD_UOM	dbo	PXRF_PROD_UOM	UOM_CD	NULL	NULL	0	0
pk	PK_PTRN_CA_FLOW_GRID_SPLIT	dbo	PTRN_CA_FLOW_GRID_SPLIT	SEQ_NO	NULL	NULL	0	0
pk	PK_THIST_AUDIT2	dbo	THIST_AUDIT2	AUDIT_COL_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT2	dbo	THIST_AUDIT2	AUDIT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT2	dbo	THIST_AUDIT2	AUDIT_OBJECT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT2	dbo	THIST_AUDIT2	AUDIT_STMT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT2	dbo	THIST_AUDIT2	AUDIT_TBL_ID	NULL	NULL	0	0
pk	PK_GCDE_CTR_PRICING_TYPE	dbo	GCDE_CTR_PRICING_TYPE	CTR_PRICING_TYPE_CD	NULL	NULL	0	0
pk	PK_DONL_DO_HIST	dbo	DONL_DO_HIST	SEQ_NO	NULL	NULL	0	0
pk	PK_DONL_DO_HIST	dbo	DONL_DO_HIST	TRANS_SEQ_NO	NULL	NULL	0	0
pk	PK_TSTG_TX_TRRC_P1_EFILE	dbo	TSTG_TX_TRRC_P1_EFILE	TRRC_P1_EFILE_SEQ_NO	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_DETAIL	dbo	KONL_PRC_FRML_DETAIL	EFF_DT_FROM	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_DETAIL	dbo	KONL_PRC_FRML_DETAIL	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_DETAIL	dbo	KONL_PRC_FRML_DETAIL	PRC_FRML_NM	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_DETAIL	dbo	KONL_PRC_FRML_DETAIL	VAR_NM	NULL	NULL	0	0
pk	PK_AXRF_MP_TYPE	dbo	AXRF_MP_TYPE	MP_TYPE_CD_XRF	NULL	NULL	0	0
pk	PK_AXRF_MP_TYPE	dbo	AXRF_MP_TYPE	SRC_SYS_CD	NULL	NULL	0	0
pk	PK_TRPT_LA_DRT_O1D_PRELIM	dbo	TRPT_LA_DRT_O1D_PRELIM	LA_O1D_SEQ_NO	NULL	NULL	0	0
pk	PK_GXRF_NAUPA_CTRY	dbo	GXRF_NAUPA_CTRY	CTRY_CD	NULL	NULL	0	0
pk	PK_RTRN_STAT_UNDO	dbo	RTRN_STAT_UNDO	RVNU_RUN_ID	NULL	NULL	0	0
pk	PK_RTRN_STAT_UNDO	dbo	RTRN_STAT_UNDO	STAT_SEQ_NO	NULL	NULL	0	0
pk	PK_RXRF_1099_BA_ADDR	dbo	RXRF_1099_BA_ADDR	BA_NO	NULL	NULL	0	0
pk	PK_RXRF_1099_BA_ADDR	dbo	RXRF_1099_BA_ADDR	BA_SUB	NULL	NULL	0	0
pk	PK_RXRF_1099_BA_ADDR	dbo	RXRF_1099_BA_ADDR	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_GCDE_TAX_RPT_TYPE	dbo	GCDE_TAX_RPT_TYPE	RPT_TYPE_CD	NULL	NULL	0	0
pk	PK_GXRF_DO_BA_TAX_EXMPT_05	dbo	GXRF_DO_BA_TAX_EXMPT_05	BA_NO	NULL	NULL	0	0
pk	PK_GXRF_DO_BA_TAX_EXMPT_05	dbo	GXRF_DO_BA_TAX_EXMPT_05	BA_SUB	NULL	NULL	0	0
pk	PK_GXRF_DO_BA_TAX_EXMPT_05	dbo	GXRF_DO_BA_TAX_EXMPT_05	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_RSTG_BANK_RECON	dbo	RSTG_BANK_RECON	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_RSTG_BANK_RECON	dbo	RSTG_BANK_RECON	SEQ_NO	NULL	NULL	0	0
pk	PK_GCDE_PAY_CD	dbo	GCDE_PAY_CD	PAY_CD	NULL	NULL	0	0
pk	PK_TXRF_UTE_WELL_TAX_CLASS	dbo	TXRF_UTE_WELL_TAX_CLASS	COMPL_NO	NULL	NULL	0	0
pk	PK_TXRF_UTE_WELL_TAX_CLASS	dbo	TXRF_UTE_WELL_TAX_CLASS	EFF_DT_FROM	NULL	NULL	0	0
pk	PK_TXRF_UTE_WELL_TAX_CLASS	dbo	TXRF_UTE_WELL_TAX_CLASS	WELL_NO	NULL	NULL	0	0
pk	PK_TXRF_UT_DISP	dbo	TXRF_UT_DISP	DISP_CD	NULL	NULL	0	0
pk	PK_TXRF_UT_DISP	dbo	TXRF_UT_DISP	MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_TXRF_UT_DISP	dbo	TXRF_UT_DISP	UT_DISP_CD	NULL	NULL	0	0
pk	PK_PTRN_CA_VOL	dbo	PTRN_CA_VOL	SEQ_NO	NULL	NULL	0	0
pk	PK_THIST_AUDIT3	dbo	THIST_AUDIT3	AUDIT_COL_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT3	dbo	THIST_AUDIT3	AUDIT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT3	dbo	THIST_AUDIT3	AUDIT_OBJECT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT3	dbo	THIST_AUDIT3	AUDIT_STMT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT3	dbo	THIST_AUDIT3	AUDIT_TBL_ID	NULL	NULL	0	0
pk	PK_GCDE_CTR_RSN	dbo	GCDE_CTR_RSN	CTR_ERR_RSN_CD	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	DOC_CONTENT_TYPE_CD	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	DOC_ID	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	DO_MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	DO_TYPE_CD	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	PROP_NO	NULL	NULL	0	0
pk	PK_QXREF_DOI_DOC	dbo	QXREF_DOI_DOC	TIER	NULL	NULL	0	0
pk	PK_DONL_DO_MKT_EXMPT_HIST	dbo	DONL_DO_MKT_EXMPT_HIST	ADJ_CTGY_CD	NULL	NULL	0	0
pk	PK_DONL_DO_MKT_EXMPT_HIST	dbo	DONL_DO_MKT_EXMPT_HIST	MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_DONL_DO_MKT_EXMPT_HIST	dbo	DONL_DO_MKT_EXMPT_HIST	NEW_FL	NULL	NULL	0	0
pk	PK_DONL_DO_MKT_EXMPT_HIST	dbo	DONL_DO_MKT_EXMPT_HIST	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_DONL_DO_MKT_EXMPT_HIST	dbo	DONL_DO_MKT_EXMPT_HIST	SEQ_NO	NULL	NULL	0	0
pk	PK_DONL_DO_MKT_EXMPT_HIST	dbo	DONL_DO_MKT_EXMPT_HIST	TRANS_SEQ_NO	NULL	NULL	0	0
pk	PK_TSTG_TX_TRRC_P2_EFILE	dbo	TSTG_TX_TRRC_P2_EFILE	TRRC_P2_EFILE_SEQ_NO	NULL	NULL	0	0
pk	PK_RRPT_TC675R	dbo	RRPT_TC675R	BUS_UNIT_CD	NULL	NULL	0	0
pk	PK_RRPT_TC675R	dbo	RRPT_TC675R	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_RRPT_TC675R	dbo	RRPT_TC675R	OWNR_NO	NULL	NULL	0	0
pk	PK_RRPT_TC675R	dbo	RRPT_TC675R	OWNR_SUB	NULL	NULL	0	0
pk	PK_RRPT_TC675R	dbo	RRPT_TC675R	PROCESS_QUEUE_ID	NULL	NULL	0	0
pk	PK_RRPT_TC675R	dbo	RRPT_TC675R	TAX_DT	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_HDR	dbo	KONL_PRC_FRML_HDR	EFF_DT_FROM	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_HDR	dbo	KONL_PRC_FRML_HDR	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_KONL_PRC_FRML_HDR	dbo	KONL_PRC_FRML_HDR	PRC_FRML_NM	NULL	NULL	0	0
pk	PK_RONL_CI_SUSP_SUM_UNDO	dbo	RONL_CI_SUSP_SUM_UNDO	CI_SUSP_SEQ_NO	NULL	NULL	0	0
pk	PK_RONL_CI_SUSP_SUM_UNDO	dbo	RONL_CI_SUSP_SUM_UNDO	RVNU_RUN_ID	NULL	NULL	0	0
pk	PK_AXRF_PAY_CD	dbo	AXRF_PAY_CD	PAY_CD_XRF	NULL	NULL	0	0
pk	PK_AXRF_PAY_CD	dbo	AXRF_PAY_CD	SRC_SYS_CD	NULL	NULL	0	0
pk	PK_TRPT_LA_DRT_O1D_PRELIM_DETAIL	dbo	TRPT_LA_DRT_O1D_PRELIM_DETAIL	LA_O1D_SEQ_NO	NULL	NULL	0	0
pk	PK_GXRF_OWNRSHIP_TYPE	dbo	GXRF_OWNRSHIP_TYPE	OWNRSHIP_TYPE_CD	NULL	NULL	0	0
pk	PK_GXRF_OWNRSHIP_TYPE	dbo	GXRF_OWNRSHIP_TYPE	OWNRSHIP_TYPE_CD_XRF	NULL	NULL	0	0
pk	PK_ASTG_IMP_PROJECT	dbo	ASTG_IMP_PROJECT	SEQ_NO	NULL	NULL	0	0
pk	PK_RXRF_BU_REORG_BU	dbo	RXRF_BU_REORG_BU	FROM_BUS_UNIT_CD	NULL	NULL	0	0
pk	PK_GCDE_TAX_TAXPR	dbo	GCDE_TAX_TAXPR	BUS_UNIT_CD	NULL	NULL	0	0
pk	PK_GCDE_TAX_TAXPR	dbo	GCDE_TAX_TAXPR	CTRY_CD	NULL	NULL	0	0
pk	PK_GCDE_TAX_TAXPR	dbo	GCDE_TAX_TAXPR	ST_CD	NULL	NULL	0	0
pk	PK_GCDE_TAX_TAXPR	dbo	GCDE_TAX_TAXPR	TAXPR_NO	NULL	NULL	0	0
pk	PK_GCDE_PAY_RSN	dbo	GCDE_PAY_RSN	PAY_RSN_CD	NULL	NULL	0	0
pk	PK_TXRF_UT_FLD	dbo	TXRF_UT_FLD	FLD_NO	NULL	NULL	0	0
pk	PK_TXRF_UT_FLD	dbo	TXRF_UT_FLD	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_PTRN_CA_VOL_ACT	dbo	PTRN_CA_VOL_ACT	SEQ_NO	NULL	NULL	0	0
pk	PK_THIST_AUDIT4	dbo	THIST_AUDIT4	AUDIT_COL_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT4	dbo	THIST_AUDIT4	AUDIT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT4	dbo	THIST_AUDIT4	AUDIT_OBJECT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT4	dbo	THIST_AUDIT4	AUDIT_STMT_ID	NULL	NULL	0	0
pk	PK_THIST_AUDIT4	dbo	THIST_AUDIT4	AUDIT_TBL_ID	NULL	NULL	0	0
pk	PK_GCDE_CTR_TAX	dbo	GCDE_CTR_TAX	CTR_TAX_CD	NULL	NULL	0	0
pk	PK_DONL_DO_NRI_STAT	dbo	DONL_DO_NRI_STAT	DO_MAJ_PROD_CD	NULL	NULL	0	0
pk	PK_DONL_DO_NRI_STAT	dbo	DONL_DO_NRI_STAT	DO_TYPE_CD	NULL	NULL	0	0
pk	PK_DONL_DO_NRI_STAT	dbo	DONL_DO_NRI_STAT	EFF_DT_FROM	NULL	NULL	0	0
pk	PK_DONL_DO_NRI_STAT	dbo	DONL_DO_NRI_STAT	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_DONL_DO_NRI_STAT	dbo	DONL_DO_NRI_STAT	PROP_NO	NULL	NULL	0	0
pk	PK_DONL_DO_NRI_STAT	dbo	DONL_DO_NRI_STAT	TIER	NULL	NULL	0	0
pk	PK_RSTG_MI_STMNT	dbo	RSTG_MI_STMNT	STG_STMNT_SEQ_NO	NULL	NULL	0	0
pk	PK_AXRF_PROP_STAT	dbo	AXRF_PROP_STAT	PROP_STAT_CD_XRF	NULL	NULL	0	0
pk	PK_AXRF_PROP_STAT	dbo	AXRF_PROP_STAT	SRC_SYS_CD	NULL	NULL	0	0
pk	PK_TRPT_LA_LOC_OGP	dbo	TRPT_LA_LOC_OGP	LA_OGP_SEQ_NO	NULL	NULL	0	0
pk	PK_GXRF_PPN_DEPT_COMB	dbo	GXRF_PPN_DEPT_COMB	PPN_DEPT_CD_1	NULL	NULL	0	0
pk	PK_GXRF_PPN_DEPT_COMB	dbo	GXRF_PPN_DEPT_COMB	PPN_DEPT_CD_2	NULL	NULL	0	0
pk	PK_TXRF_TX_DISP	dbo	TXRF_TX_DISP	TX_DISP_SEQ_NO	NULL	NULL	0	0
pk	PK_RXRF_CHK_RGSTR_DETAIL_JE_INPUT	dbo	RXRF_CHK_RGSTR_DETAIL_JE_INPUT	CHK_RGSTR_SEQ_NO	NULL	NULL	0	0
pk	PK_RXRF_CHK_RGSTR_DETAIL_JE_INPUT	dbo	RXRF_CHK_RGSTR_DETAIL_JE_INPUT	LINE_NO	NULL	NULL	0	0
pk	PK_RXRF_CHK_RGSTR_DETAIL_JE_INPUT	dbo	RXRF_CHK_RGSTR_DETAIL_JE_INPUT	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_RXRF_CHK_RGSTR_DETAIL_JE_INPUT	dbo	RXRF_CHK_RGSTR_DETAIL_JE_INPUT	PROCESS_QUEUE_ID	NULL	NULL	0	0
pk	PK_GCDE_TAX_TX_CMDTY	dbo	GCDE_TAX_TX_CMDTY	CMDTY_CD	NULL	NULL	0	0
pk	PK_ASTG_MP_VALD_PROD	dbo	ASTG_MP_VALD_PROD	HIST_IDX	NULL	NULL	0	0
pk	PK_RSTG_CHK_RGSTR_DETAIL	dbo	RSTG_CHK_RGSTR_DETAIL	CHK_RGSTR_SEQ_NO	NULL	NULL	0	0
pk	PK_RSTG_CHK_RGSTR_DETAIL	dbo	RSTG_CHK_RGSTR_DETAIL	LINE_NO	NULL	NULL	0	0
pk	PK_RSTG_CHK_RGSTR_DETAIL	dbo	RSTG_CHK_RGSTR_DETAIL	OPER_BUS_SEG_CD	NULL	NULL	0	0
pk	PK_GCDE_PDCR_TYPE	dbo	GCDE_PDCR_TYPE	PDCR_TYPE_CD	NULL	NULL	0	0
pk	PK_TXRF_UTE_SEV_RATES	dbo	TXRF_UTE_SEV_RATES	UTE_SEV_RATES_SEQ_NO	NULL	NULL	0	0
pk	PK_GCDE_TAX_CA_WELL_TYPE_CTGY	dbo	GCDE_TAX_CA_WELL_TYPE_CTGY	CA_WELL_TYPE_CTGY_CD	NULL	NULL	0	0
pk	PK_TXRF_UT_STC_PROD	dbo	TXRF_UT_STC_PROD	MAJ_PROD_CD	NULL	NULL	0	0
